TempID,SiteID,Survey_Ref,Modern Name,Ancient Name,Local-Easting,Local-Northing,Easting-Long,Northing-Lat,SiteSize,PopulationEstimate,Regions-3,Regions-2,Region,GeologicType,SiteType,SiteFunction,BurialType,Reference,Period,Rainfall,Temperature,Elevation,Slope,Aspect,Cattle/km2,Goats/km2,Pigs/km2,Sheep/km2
615,1354,ASI91-179,Netiv Ha-'Asara (northwest),,154289,610392,34.51788375,31.58397107,0.05,12.5,Refugia,Coastal Plain,Southern Coastal Plain,,Stratified,Unknown,No Burials,Berman et al. 2004,Chalcolithic (undifferentiated),397,67.69999695,17,0.894610703,322.1250305,0,9.5059,18.2134,46.0699
616,1355,ASI91-181,Netiv Ha-'Asara (northwest),,154639,610742,34.52154785,31.58714714,0.008,2,Refugia,Coastal Plain,Southern Coastal Plain,,Single Period,Unknown,No Burials,Berman et al. 2004,Chalcolithic (undifferentiated),397,67.69999695,26,1.240508795,288.4349365,0,9.5059,18.2134,46.0699
617,1356,ASI91-198,Nahal Shiqma,,156739,609992,34.54371905,31.58049989,0.5,125,Refugia,Coastal Plain,Southern Coastal Plain,,Stratified,Unknown,No Burials,Berman et al. 2004,Chalcolithic (undifferentiated),387,67.55000305,26,3.174496889,110.2248611,0,4.53068,18.7997,42.5399
618,1360,ASI98-28,Nahal Lakhish,,185159,609254,34.84313828,31.57504128,,,Refugia,Judea,Shephelah,,Surface (main),Unknown,Dolmen,Dagan 1992,Chalcolithic (undifferentiated),365,66.33499146,241,4.792729378,321.6325073,0,1.95843,18.6826,38.8495
619,1362,ASI98-30,Rasm el Aqra' (M),,186239,609444,34.85450876,31.57678645,1.5,375,Refugia,Judea,Shephelah,,Surface,Agricultural,No Burials,Dagan 1992,Chalcolithic (undifferentiated),365,66.18499756,210,0.894610703,285.255127,0,2.01163,21.2157,37.1276
620,1363,ASI98-31,El MudAww?ra (M),,186519,609484,34.85745705,31.57715523,2,500,Refugia,Judea,Shephelah,,Surface,Agricultural,No Burials,Dagan 1992,Chalcolithic (undifferentiated),365,66.18499756,216,2.718465805,236.7682953,0,2.01163,21.2157,37.1276
621,1368,ASI98-92,Tel Lakhish,,185709,608194,34.84896832,31.56549788,0.012,3,Refugia,Judea,Shephelah,,Fortified,Unknown,Tomb,Dagan 1992,Chalcolithic (undifferentiated),359,66.11000061,267,4.169940948,118.0091782,0,3.06146,17.4312,42.9819
622,1369,ASI98-99,Nahal Lakhish,,185089,608564,34.84242493,31.56881641,2.5,625,Refugia,Judea,Shephelah,,Surface,Unknown,Tomb,Dagan 1992,Chalcolithic (undifferentiated),362,66.19999695,249,3.541375875,65.13630676,0,8.94415,39.2407,46.577
623,1421,ASI102-87,Khirbet cs Soma (S),,221988,635997,35.23117626,31.81673142,,,Refugia,Judea,Hill Country of Benjamin,,Stratified,Unknown,No Burials,Kloner 2001,Chalcolithic (undifferentiated),454,61.41500092,810,2.092880726,192.9946136,0,0,0,0
624,1425,ASI102-125,Khirbet es Sauma'a (M) (southeast),,222088,635857,35.23223205,31.81546862,,,Refugia,Judea,Hill Country of Benjamin,,Surface,Unknown,No Burials,Kloner 2001,Chalcolithic (undifferentiated),453,61.30999756,808,1.557180166,130.9143829,0,0,0,0
625,1426,ASI102-205,Nahal Og,,223468,634497,35.24680138,31.80319962,,,Refugia,Judea,Hill Country of Benjamin,,Surface,Unknown,No Burials,Kloner 2001,Chalcolithic (undifferentiated),435,61.86499786,724,2.700339317,25.82099152,1.54669,106.472,1.88142,180.499
626,1430,ASI102-416,City of David,,222368,631107,35.23517508,31.7726306,,,Refugia,Judea,Hill Country of Benjamin,,Stratified,Unknown,No Burials,Kloner 2001,Chalcolithic (undifferentiated),420,62.31499481,687,8.380153656,163.2497406,2.35033,138.503,4.44324,201.841
627,1444,ASI102-583,el-Khirbe [500],,227438,630247,35.28869039,31.76485058,1.5,375,Refugia,Judea,Hill Country of Benjamin,,Stratified,Pastoral,No Burials,Kloner 2001,Chalcolithic (undifferentiated),367,64.25,553,1.667801023,48.81407547,1.28218,142.697,1.68721,209.12
628,1453,ASI102-613,[530],,228738,637548,35.30248244,31.83068388,,,Refugia,Judea,Hill Country of Benjamin,,Surface,Unknown,No Burials,Kloner 2001,Chalcolithic (undifferentiated),336,65.33000183,388,13.56928444,67.65523529,1.1074,132.556,1.64487,202.523
629,1454,ASI102-614,[531],,227988,638397,35.29456743,31.83834629,,,Refugia,Judea,Hill Country of Benjamin,,Surface,Unknown,Cemetery,Kloner 2001,Chalcolithic (undifferentiated),359,64.81999207,473,5.934063911,161.5650482,1.13574,132.006,1.58102,185.643
630,1457,ASI102-622,Jurat Musa [539],,229838,637948,35.3141063,31.83428172,,,Refugia,Judea,Hill Country of Benjamin,,Stratified,Unknown,Tomb,Kloner 2001,Chalcolithic (undifferentiated),321,65.64498901,241,4.067496777,105.6422501,0.972644,131.661,1.61062,179.811
631,1460,ASI102-627,[544],,229037,639448,35.30565957,31.84781619,,,Refugia,Judea,Hill Country of Benjamin,,Stratified,Unknown,No Burials,Kloner 2001,Chalcolithic (undifferentiated),351,64.95500183,411,34.63977432,26.36187553,1.19993,149.962,1.64091,205.038
632,1467,ASI104-86,Horbat Zanoa?,,200238,625245,35.00167143,31.71960698,10,2500,Refugia,Judea,Judean Hills,,Surface,Agricultural,Tomb,Weiss et al. 2004,Chalcolithic (undifferentiated),440,64.92500305,406,0.894610703,52.12501526,0,18.5559,41.5263,48.9127
633,1470,ASI104-196,'Emeq Ha-Ela,,200618,621075,35.0057608,31.68200629,,,Refugia,Judea,Judean Hills,,Surface,Unknown,Cairns,Weiss et al. 2004,Chalcolithic (undifferentiated),410,65.25500488,339,7.705366611,248.6293793,0,3.10619,8.07085,46.4362
634,1472,ASI105-16,Manahat,,217988,628997,35.18893997,31.75360449,,,Refugia,Judea,Judean Hills,,Stratified,Agricultural,No Burials,Kloner 2001,Chalcolithic (undifferentiated),431,62.02999878,701,5.794284344,148.2405243,0,5.78807,8.65989,41.3261
635,1483,ASI108/2-9,Umm Qula'a,,222689,618097,35.23852075,31.65529905,,,Refugia,Judea,Judean Desert,,Single Period,Unknown,No Burials,Hirschfeld 1985,Chalcolithic (undifferentiated),352,63.875,514,8.569250107,187.8355255,0.42338,115.628,1.96623,141.863
636,1484,ASI108/2-18,Umm Qatafa,,222889,617297,35.24062663,31.64808359,,,Refugia,Judea,Judean Desert,,Stratified,Unknown,No Burials,Hirschfeld 1985,Chalcolithic (undifferentiated),345,64.04000092,506,27.83263397,243.8337555,0.424658,114.773,1.78262,146.226
637,1487,ASI109-27,Be'er Rahat,,194449,609875,34.94098533,31.58088095,1,250,Refugia,Judea,Shephelah,,Surface,Agricultural,No Burials,Dagan 2006,Chalcolithic (undifferentiated),376,65.02999878,339,1.412154675,0,0,6.40664,10.6842,59.3254
638,1497,ASI109-220,Idna (M) [1],,197669,607675,34.97495635,31.56110538,5.5,1375,Refugia,Judea,Shephelah,,Stratified,Agricultural,Tomb,Dagan 2006,Chalcolithic (undifferentiated),369,64.52000427,499,1.80589211,235.6196594,11.8214,120.384,2.45248,210.202
639,1506,ASI109-318,Amazya [1],,191789,604995,34.91309933,31.53680934,30,7500,Refugia,Judea,Shephelah,,Stratified,Agricultural,Cemetery,Dagan 2006,Chalcolithic (undifferentiated),347,65.49499512,362,3.365721703,242.2414551,0,1.6562,6.37274,53.8048
640,1515,ASI109-398,Khirbet el Kôm (S),,196390,604445,34.96156046,31.53195023,2.5,625,Refugia,Judea,Shephelah,,Stratified,Agricultural,Tomb,Dagan 2006,Chalcolithic (undifferentiated),349,64.86499786,440,5.790089607,253.5231171,10.229,112.123,2.06741,249.333
641,1540,ASI109-500,Jebel es Sa'di [7],,198330,603935,34.98199845,31.52738784,0.5,125,Refugia,Judea,Shephelah,,Stratified,Agricultural,No Burials,Dagan 2006,Chalcolithic (undifferentiated),352,64.26499939,500,2.661407948,135,11.6287,122.316,2.28731,240.711
642,1542,ASI109-503,Beqa'at es Sa'di',,198250,603555,34.98116429,31.52395927,0.2,50,Refugia,Judea,Shephelah,,Surface (main),Agricultural,No Burials,Dagan 2006,Chalcolithic (undifferentiated),346,64.19000244,474,2.492208481,245.8544617,11.3978,119.638,2.01161,216.695
643,1554,ASI109-556,Khirbet Beit 'Aww? [7],,195490,602225,34.95213779,31.51191041,2,500,Refugia,Judea,Shephelah,,Stratified,Agricultural,Tomb,Dagan 2006,Chalcolithic (undifferentiated),343,64.69999695,459,6.168640137,188.7461548,12.1141,119.855,2.64026,212.819
644,1578,ASI109-630,Khirbet er Ráiá (S) [1],,192530,601795,34.92098914,31.50796716,3.5,875,Refugia,Judea,Shephelah,,Stratified,Agro-Pastoral,No Burials,Dagan 2006,Chalcolithic (undifferentiated),336,65.13499451,413,3.655420542,210.9637604,0,2.01675,5.0858,59.8528
645,1594,ASI109-675,Wadi Ahmad [8],,197730,601825,34.97572745,31.50834723,0.5,125,Refugia,Judea,Shephelah,,Stratified,Agro-Pastoral,Tomb,Dagan 2006,Chalcolithic (undifferentiated),344,63.9200058,555,6.105404854,309.8055725,10.8073,112.72,2.07086,236.957
646,1597,ASI109-686,Wadi Ahmad [14],,198090,601955,34.97951428,31.50952638,0.5,125,Refugia,Judea,Shephelah,,Stratified,Agricultural,No Burials,Dagan 2006,Chalcolithic (undifferentiated),344,63.9200058,531,9.185149193,259.2611084,10.8073,112.72,2.07086,236.957
647,1608,ASI109-715,Nahal Duma [10],,190890,600355,34.90376694,31.49494086,,,Refugia,Judea,Shephelah,,Surface,Agricultural,No Burials,Dagan 2006,Chalcolithic (undifferentiated),331,65.38999939,349,11.06891155,315.5672607,0,4.09054,8.62445,23.4383
648,1612,ASI109-729,Rasm el Qa'aqir (M),,192920,600375,34.92513262,31.49516964,3,750,Refugia,Judea,Shephelah,,Stratified,Agro-Pastoral,Tomb,Dagan 2006,Chalcolithic (undifferentiated),332,65.17999268,389,3.827245474,202.8905487,0,6.11927,6.32689,80.548
649,1640,ASI109/5-13,Tell el-'Alaiq (5),,241038,639898,35.43246232,31.85171027,0.36,90,Zone of Uncertainty,Jordan Valley,Judean Desert,,Surface,Unknown,No Burials,Sion 2013,Chalcolithic (undifferentiated),216,73.38499451,-198,6.984546661,354.2256775,1.27907,63.6696,0.806825,30.8728
650,1643,ASI109/5-84,Tell Muhalhal (2),,241888,633098,35.44128644,31.79036959,0.09,22.5,Zone of Uncertainty,Jordan Valley,Judean Desert,,Surface,Pastoral,No Burials,Sion 2013,Chalcolithic (undifferentiated),204,74,-105,4.332410336,319.3987122,0.219971,13.6177,0.275082,21.7683
651,1646,ASI109/7-10,Wadi Khashna (Hyrcania Valley),,239588,629398,35.41692531,31.75704454,,,Zone of Uncertainty,Judea,Judean Desert,,Surface,Pastoral,Tomb,Patrich 1994,Chalcolithic (undifferentiated),219,72.34999847,-19,2.826941013,236.3099365,1.39968,113.238,0.796309,118.612
652,1647,ASI109/7-37,Nahal Qumran (Hyrcania Valley),,238918,627578,35.40981732,31.74064266,,,Zone of Uncertainty,Judea,Judean Desert,,Surface,Pastoral,No Burials,Patrich 1994,Chalcolithic (undifferentiated),216,72.22999573,-22,1.576807618,174.2894135,0.384965,120.844,0.817062,76.4931
653,1648,ASI109/7-44,Har Montar,,232618,626718,35.34332178,31.73297663,,,Refugia,Judea,Judean Desert,,Surface,Unknown,No Burials,Patrich 1994,Chalcolithic (undifferentiated),309,66.125,491,10.69533348,211.9613495,0.351651,151.55,1.19069,149.834
654,1649,ASI109/7-130,Wadi el Humeima (Hyrcania Valley),,234489,620898,35.3629755,31.68046604,,,Zone of Uncertainty,Judea,Judean Desert,,Surface,Unknown,Cemetery,Patrich 1994,Chalcolithic (undifferentiated),232,69.51499939,97,4.781260014,92.81555939,0.381705,100.432,1.23841,80.3325
655,1650,ASI109/7-137,Ahjar el 'Azz,,239719,620438,35.41812252,31.67623704,,,Poor for Agriculture,Judea,Judean Desert,,Surface,Pastoral,No Burials,Patrich 1994,Chalcolithic (undifferentiated),195,72.19999695,-1,5.339952946,50.94686127,0.388778,92.0686,1.24744,56.2241
656,1653,ASI110-21,Horbat Mador,,149390,590492,34.46768331,31.40422396,,,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Surface,Industrial,Cemetery,Gat 2015,Chalcolithic (undifferentiated),295,67.83499908,52,2.528903246,119.7448807,0,1.72943,7.17067,23.7612
657,1654,ASI112-8,Bustan,,148390,589391,34.45724763,31.3942341,0.5,125,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Single Period,Unknown,No Burials,Gat 2012,Chalcolithic (undifferentiated),289,67.86500549,45,2.462456942,307.2348328,0,1.48643,6.6103,24.0742
658,1655,ASI112-9,Jemmeh 1,,146990,588791,34.44257285,31.38873659,2.5,625,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Single Period,Unknown,No Burials,Gat 2012,Chalcolithic (undifferentiated),287,67.88000488,41,2.514289856,3.576334476,0,1.88447,6.57364,24.8728
659,1656,ASI112-10,Tell Jemmeh,,147240,588741,34.44520462,31.38830127,0.5,125,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Stratified,Unknown,No Burials,Gat 2012,Chalcolithic (undifferentiated),287,67.88000488,48,2.670619488,319.7636414,0,1.88447,6.57364,24.8728
660,1658,ASI112-21,Jemmeh 2,,147690,587891,34.44999653,31.38066374,0.3,75,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Surface,Unknown,No Burials,Gat 2012,Chalcolithic (undifferentiated),283,67.83500671,51,2.975009918,341.5650635,0,1.94491,14.7889,26.369
661,1659,ASI112-25,Nahal Kissufim 1,,142590,586491,34.3964954,31.36771188,0.05,12.5,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Single Period,Unknown,Tomb,Gat 2012,Chalcolithic (undifferentiated),280,67.47499847,93,0.313872546,90,0,1.72449,7.68631,22.1114
662,1660,ASI112-28,Nahal Salim - Assaf 1,,146740,586241,34.44013089,31.36572462,0.7,175,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Single Period,Unknown,No Burials,Gat 2012,Chalcolithic (undifferentiated),278,67.77500153,63,0.15693745,90,0,1.8164,5.77752,24.0607
663,1661,ASI112-30,Nahal Besor 2,,148340,586341,34.45693979,31.36672552,,,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Single Period,Unknown,No Burials,Gat 2012,Chalcolithic (undifferentiated),281,67.83500671,58,3.892256737,139.8990936,0,2.12483,7.07463,24.6277
664,1662,ASI112-32,Baikat Abu Marifa,,149390,586492,34.46796485,31.3681511,1,250,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Surface,Unknown,No Burials,Gat 2012,Chalcolithic (undifferentiated),279,67.82000732,60,3.139532089,272.8623962,0,1.43757,13.024,25.3327
665,1663,ASI112-37,Mahtzeva,,149590,585242,34.47015455,31.35689033,,,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Single Period,Unknown,No Burials,Gat 2012,Chalcolithic (undifferentiated),268,67.98500061,43,2.432339668,200.7722473,0,1.83046,12.5621,23.632
666,1664,ASI112-38,Abu Bakra 3,,149290,585092,34.46701238,31.35551952,0.5,125,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Surface,Unknown,No Burials,Gat 2012,Chalcolithic (undifferentiated),268,67.98500061,50,2.245857,65.22486115,0,1.83046,12.5621,23.632
667,1665,ASI112-44,Nahal Besor 4,,149090,584842,34.46492824,31.35325286,0.06,15,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Single Period,Unknown,No Burials,Gat 2012,Chalcolithic (undifferentiated),270,67.88000488,57,2.229380131,50.71059418,0,1.87758,13.8075,24.1932
668,1666,ASI112-48,Nahal Besor 5,,149641,584642,34.47073252,31.35148244,0.06,15,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Single Period,Industrial,No Burials,Gat 2012,Chalcolithic (undifferentiated),268,67.98500061,65,1.576807618,354.2893982,0,1.83046,12.5621,23.632
669,1667,ASI112-51,Nahal Assaf 3,,143791,583691,34.40933056,31.34253998,1,250,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Surface,Industrial,No Burials,Gat 2012,Chalcolithic (undifferentiated),268,67.61000061,88,1.336035371,130.2363586,0,1.41759,6.64631,22.8185
670,1668,ASI112-63,Jamila 2,,149741,582342,34.47194408,31.33074638,0.075,18.75,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Single Period,Unknown,No Burials,Gat 2012,Chalcolithic (undifferentiated),254,68,68,2.509399891,90,0,2.12806,13.0301,23.9374
671,1669,ASI112-64,Jamila 1,,149341,582191,34.46775222,31.32936057,0.5,125,Zone of Uncertainty,Coastal Plain,Southern Coastal Plain,,Single Period,Unknown,No Burials,Gat 2012,Chalcolithic (undifferentiated),254,68,80,1.446588039,229.3987122,0,2.12806,13.0301,23.9374
672,1670,ASI120-5,Khirbet Maghrat el-Majradem,,183690,599344,34.82802224,31.48562262,1.2,300,Refugia,Judea,Shephelah,,Stratified,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),324,67.14499664,246,4.396804333,265.9143982,0,4.49602,14.7526,24.1372
673,1672,ASI120-41,Height Spot 249,,181910,598744,34.80931212,31.48015501,,,Refugia,Judea,Shephelah,,Surface,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),321,67.09999847,248,1.092813134,111.0375137,0,4.13442,6.89576,24.0905
674,1673,ASI120-45,Tel Kelah,,183740,598444,34.82858089,31.47750739,,,Refugia,Judea,Shephelah,,Stratified,Unknown,Shaft tomb,Zissu 2015,Chalcolithic (undifferentiated),321,67.20500183,281,1.615345955,119.0546036,0,4.60362,7.05073,21.8997
675,1674,ASI120-48,Nahal Kelah 3,,184450,598494,34.83605059,31.47798004,1,250,Refugia,Judea,Shephelah,,Surface,Unknown,Cairns,Zissu 2015,Chalcolithic (undifferentiated),320,66.93499756,268,2.700339317,64.17900848,0,4.45961,15.2276,23.7059
676,1677,ASI120-64,Horvat Motz  NE 3 (Deir el Mus NE 3),,187270,598774,34.86571711,31.4805872,0.4,100,Refugia,Judea,Shephelah,,Stratified,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),328,65.80999756,360,5.73633337,281.00354,0,4.48545,13.4704,23.3927
677,1679,ASI120-101,Height Spot 299,,184370,597664,34.83523811,31.47049213,0.5,125,Refugia,Judea,Shephelah,,Surface,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),318,67.05500031,293,2.153668165,123.1113434,0,4.51288,7.17873,22.8196
678,1680,ASI120-106,Dvira 28,,184180,597944,34.83322889,31.47301158,,,Refugia,Judea,Shephelah,,Single Period,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),319,67.19000244,281,2.35013175,334.2900391,0,4.31681,7.03937,22.0255
679,1682,ASI120-109,Height Spot 321,,185490,597914,34.84701465,31.47278023,,,Refugia,Judea,Shephelah,,Surface,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),318,66.6499939,311,3.29578948,244.6538239,0,4.22895,13.8664,23.1535
680,1684,ASI120-129,Dvira 36,,187810,597514,34.87144007,31.46923856,,,Refugia,Judea,Shephelah,,Surface,Agricultural,No Burials,Zissu 2015,Chalcolithic (undifferentiated),326,65.62999725,368,7.05589819,114.8636932,0,4.63153,14.3364,24.8993
681,1685,ASI120-158,Horvat Gomer W 3 (Khirbet Jeimar W 3),,189730,597404,34.89164623,31.46829744,,,Refugia,Judea,Shephelah,,Single Period,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),330,65.19499207,457,5.279191017,78.02386475,0,4.75834,12.2633,25.6897
682,1686,ASI120-212,Nahal Kelah 9,,188600,596154,34.87979501,31.45699446,,,Refugia,Judea,Shephelah,,Single Period,Agricultural,No Burials,Zissu 2015,Chalcolithic (undifferentiated),317,65.50999451,406,6.048511982,116.8962402,0,4.4593,13.0502,27.1538
683,1687,ASI120-223,Dvira 68,,188530,596394,34.87905106,31.45915708,,,Refugia,Judea,Shephelah,,Single Period,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),325,65.44999695,421,9.492466927,289.6222534,0,4.6894,13.4974,24.1922
684,1688,ASI120-224,Dvira 69,,188540,596274,34.87916001,31.4580751,,,Refugia,Judea,Shephelah,,Stratified,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),317,65.50999451,426,4.464360237,268.9949036,0,4.4593,13.0502,27.1538
685,1689,ASI120-249,Dvira 82,,185390,595544,34.84604379,31.45140302,,,Refugia,Judea,Shephelah,,Surface,Agricultural,No Burials,Zissu 2015,Chalcolithic (undifferentiated),312,66.54499817,337,4.014519215,252.9794769,0,3.84546,13.8587,24.4291
686,1690,ASI120-255,Nahal Kelah 16,,185480,595974,34.84697589,31.4552837,,,Refugia,Judea,Shephelah,,Surface,Agricultural,No Burials,Zissu 2015,Chalcolithic (undifferentiated),312,66.54499817,300,6.96030426,93.21548462,0,3.84546,13.8587,24.4291
687,1691,ASI120-281,Dvira 105,,189950,595744,34.8940105,31.45333198,,,Refugia,Judea,Shephelah,,Stratified,Agricultural,No Burials,Zissu 2015,Chalcolithic (undifferentiated),321,65.11999512,440,6.918540955,249.5196381,0,4.37524,10.8389,26.9707
688,1692,ASI120-311,Nahal Migdalit 11,,184790,594744,34.83975956,31.44417025,,,Refugia,Judea,Shephelah,,Surface,Agricultural,No Burials,Zissu 2015,Chalcolithic (undifferentiated),308,66.66499329,318,3.527509689,268.7269592,0,3.34142,6.30256,23.7252
689,1693,ASI120-331,Height Spot 450,,188880,594444,34.88279356,31.44157986,,,Refugia,Judea,Shephelah,,Stratified,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),313,65.43499756,440,4.657133579,243.0041656,0,4.2626,11.2195,26.6484
690,1694,ASI120-345,Giv'at Moran N 2,,189570,594914,34.89003768,31.44583668,,,Refugia,Judea,Shephelah,,Surface,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),318,65.16499329,453,5.906380177,276.8427734,0,4.08776,11.1806,27.898
691,1697,ASI120-371,Moran 1,,188830,593944,34.88228302,31.43706916,1.5,375,Refugia,Judea,Shephelah,,Stratified,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),313,65.43499756,392,6.918540955,253.6104584,0,4.2626,11.2195,26.6484
692,1698,ASI120-373,Horvat Dagesh 2,,189490,593984,34.88922418,31.43744718,1.2,300,Refugia,Judea,Shephelah,,Surface,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),313,65.19499207,460,3.793510199,231.7098389,0,4.38689,8.36688,27.2369
693,1701,ASI120-423,Dvira 134,,188490,590374,34.87881789,31.40486312,,,Zone of Uncertainty,Judea,Shephelah,,Surface,Unknown,No Burials,Zissu 2015,Chalcolithic (undifferentiated),297,65.33000183,422,7.329158783,63.43494797,0,3.8614,7.22124,26.2883
